"id_unique";"id_sample";"sample";"sex";"age";"age_range";"native_speaker";"math_grade";"math_load";"math_inf_program_choice";"honesty";"breaks";"noise";"device";"total_time_minutes";"liking_math";"liking_science";"liking_humanities";"persistence_math";"persistence_science";"persistence_humanities";"score_AMAS_total";"score_AMAS_learning";"score_AMAS_testing";"AMAS1";"AMAS2";"AMAS3";"AMAS4";"AMAS5";"AMAS6";"AMAS7";"AMAS8";"AMAS9";"score_GAD";"GAD1";"GAD2";"GAD3";"GAD4";"GAD5";"GAD6";"GAD7";"score_STAI_state_short";"STAI1";"STAI2";"STAI3";"STAI4";"STAI5";"score_TAI_short";"TAI1";"TAI2";"TAI3";"TAI4";"TAI5";"score_SDQ_M";"SDQ_M1";"SDQ_M2";"SDQ_M3";"SDQ_M4";"score_SDQ_L";"SDQ_L1";"SDQ_L2";"SDQ_L3";"SDQ_L4";"score_PISA_ME";"PISA_ME1";"PISA_ME2";"PISA_ME3";"PISA_ME4";"PISA_ME5";"PISA_ME6";"score_BFI_N";"BFI_N1";"BFI_N2";"BFI_N3";"BFI_N4";"BFI_N5";"BFI_N6";"BFI_N7";"BFI_N8";"teacher";"teacher_stage";"teacher_duration";"teacher_experience";"number_main_foci";"main_focus_literacy";"main_focus_humanities";"main_focus_science";"main_focus_mathematics";"main_focus_not_applicable";"preference_teaching_language";"preference_teaching_mathematics";"preference_teaching_science";"ease_teaching_language";"ease_teaching_mathematics";"ease_teaching_science";"score_FSMAS_SE";"FSMAS_SE1";"FSMAS_SE2";"FSMAS_SE3";"FSMAS_SE4";"FSMAS_SE5";"FSMAS_SE6";"FSMAS_SE7";"FSMAS_SE8";"FSMAS_SE9";"sum_arith_perf";"arith_perf_correct_order";"arith_perf1_acc";"arith_perf2_acc";"arith_perf3_acc";"arith_perf4_acc";"arith_perf5_acc";"arith_perf6_acc";"arith_perf7_acc";"arith_perf8_acc";"arith_perf9_acc";"arith_perf10_acc";"arith_perf11_acc";"arith_perf12_acc";"arith_perf13_acc";"arith_perf14_acc";"arith_perf15_acc";"arith_perf16_acc";"arith_perf17_acc";"arith_perf18_acc";"arith_perf19_acc";"arith_perf20_acc";"arith_perf21_acc";"arith_perf22_acc";"arith_perf23_acc";"arith_perf24_acc";"arith_perf25_acc";"arith_perf26_acc";"arith_perf27_acc";"arith_perf28_acc";"arith_perf29_acc";"arith_perf30_acc";"arith_perf31_acc";"arith_perf32_acc";"arith_perf33_acc";"arith_perf34_acc";"arith_perf35_acc";"arith_perf36_acc";"arith_perf37_acc";"arith_perf38_acc";"arith_perf39_acc";"arith_perf40_acc";"arith_perf1_resp";"arith_perf2_resp";"arith_perf3_resp";"arith_perf4_resp";"arith_perf5_resp";"arith_perf6_resp";"arith_perf7_resp";"arith_perf8_resp";"arith_perf9_resp";"arith_perf10_resp";"arith_perf11_resp";"arith_perf12_resp";"arith_perf13_resp";"arith_perf14_resp";"arith_perf15_resp";"arith_perf16_resp";"arith_perf17_resp";"arith_perf18_resp";"arith_perf19_resp";"arith_perf20_resp";"arith_perf21_resp";"arith_perf22_resp";"arith_perf23_resp";"arith_perf24_resp";"arith_perf25_resp";"arith_perf26_resp";"arith_perf27_resp";"arith_perf28_resp";"arith_perf29_resp";"arith_perf30_resp";"arith_perf31_resp";"arith_perf32_resp";"arith_perf33_resp";"arith_perf34_resp";"arith_perf35_resp";"arith_perf36_resp";"arith_perf37_resp";"arith_perf38_resp";"arith_perf39_resp";"arith_perf40_resp"
"721";"927";"german_students";"f";"21";"20-29 years";"yes";"2";"1";"5";"yes";"yes";"2";NA;"7";"3";"4";"5";"3";"3";"4";"13";"5";"8";"1";"2";"1";"2";"2";"1";"1";"2";"1";"18";"2";"2";"2";"4";"3";"2";"3";"7";"2";"2";"1";"1";"1";"7";"2";"1";"2";"1";"1";"9";"2";"2";"2";"3";"15";"3";"4";"4";"4";"17";"4";"3";"2";"4";"2";"2";"28";"4";"3";"4";"3";"4";"4";"3";"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"no";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"227";"128";"10";"75";"98";"9";"24";"90";"121";"15";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"722";"928";"german_students";"f";"23";"20-29 years";"yes";"1";"3";"5";"yes";"yes";"2";NA;"8";"4";"5";"2";"4";"5";"3";"18";"8";"10";"2";"2";"2";"2";"3";"1";"1";"3";"2";"14";"2";"1";"2";"2";"4";"1";"2";"8";"2";"1";"1";"2";"2";"5";"1";"1";"1";"1";"1";"15";"3";"4";"4";"4";"13";"4";"3";"3";"3";"24";"4";"4";"4";"4";"4";"4";"26";"3";"3";"4";"4";"3";"2";"3";"4";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"17";"yes";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"227";"128";"8";"75";"98";"9";"24";"90";"121";"15";"9";"188";"3";"56";"171";"2";"175";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"723";"929";"german_students";"m";"24";"20-29 years";"yes";"2";"2";"4";"yes";"yes";"4";NA;"8";"3";"5";"2";"4";"4";"4";"19";"5";"14";"1";"4";"1";"3";"2";"1";"1";"5";"1";"15";"2";"2";"2";"3";"2";"2";"2";"7";"2";"1";"1";"2";"1";"13";"4";"3";"1";"3";"2";"10";"2";"3";"2";"3";"12";"3";"3";"3";"3";"23";"4";"4";"4";"4";"3";"4";"26";"3";"3";"4";"4";"3";"2";"3";"4";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"16";"yes";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"227";"128";"8";"75";"98";"9";"24";"90";"121";"15";"9";"188";"3";"56";"161";"2";"175";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"724";"931";"german_students";"f";"24";"20-29 years";"yes";"6";"1";"1";"yes";"yes";"1";NA;"8";"1";"1";"5";"1";"2";"5";"22";"6";"16";"1";"3";"1";"4";"4";"1";"1";"5";"2";"8";"1";"1";"1";"1";"1";"2";"1";"5";"1";"1";"1";"1";"1";"5";"1";"1";"1";"1";"1";"6";"1";"2";"1";"2";"16";"4";"4";"4";"4";"19";"4";"4";"2";"4";"3";"2";"15";"1";"2";"2";"4";"1";"2";"2";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"13";"yes";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"227";"128";"8";"75";"98";"9";"24";"90";"121";"15";"9";"288";"3";"56";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"725";"932";"german_students";"f";"24";"20-29 years";"yes";"1";"2";"7";"yes";"yes";"1";NA;"8";"4";"4";"4";"5";"5";"4";"21";"5";"16";"1";"3";"1";"4";"4";"1";"1";"5";"1";"16";"2";"3";"2";"4";"2";"2";"1";"10";"2";"2";"2";"2";"2";"19";"4";"4";"3";"4";"4";"14";"3";"4";"3";"4";"14";"4";"3";"3";"4";"21";"4";"4";"3";"4";"3";"3";"35";"4";"4";"5";"5";"5";"4";"4";"4";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"15";"yes";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"227";"128";"7";"75";"98";"9";"24";"90";"121";"15";"9";"88";"3";"56";"171";"2";"175";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"726";"935";"german_students";"f";"21";"20-29 years";"yes";"3";"2";"2";"yes";"yes";"3";NA;"8";"2";"4";"4";"2";"3";"2";"25";"8";"17";"2";"3";"1";"4";"5";"1";"1";"5";"3";"13";"2";"3";"3";"1";"1";"1";"2";"6";"2";"1";"1";"1";"1";"12";"2";"3";"4";"1";"2";"8";"2";"2";"2";"2";"16";"4";"4";"4";"4";"21";"4";"4";"4";"4";"3";"2";"30";"4";"3";"3";"5";"3";"3";"5";"4";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"9";"yes";"1";"1";"1";"0";"1";"1";"1";"1";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"227";"128";"8";"55";"98";"9";"24";"90";"131";"15";"9";"18";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"727";"936";"german_students";"f";"20";"20-29 years";"yes";"3";"1";"5";"yes";"yes";"3";NA;"15";"3";"4";"5";"3";"4";"5";"21";"5";"16";"1";"5";"1";"5";"2";"1";"1";"4";"1";"20";"4";"4";"4";"3";"1";"2";"2";"10";"2";"1";"3";"2";"2";"18";"4";"4";"2";"4";"4";"10";"2";"3";"2";"3";"16";"4";"4";"4";"4";"16";"4";"3";"2";"3";"2";"2";"33";"5";"4";"4";"5";"3";"3";"4";"5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"12";"yes";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"227";"128";"8";"75";"98";"9";"24";"90";"121";"15";"9";"88";"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"728";"937";"german_students";"f";"24";"20-29 years";"yes";"4";"1";"5";"yes";"yes";"3";NA;"8";"2";"3";"5";"2";"4";"5";"26";"12";"14";"4";"3";"4";"2";"5";"1";"1";"4";"2";"8";"2";"1";"1";"1";"1";"1";"1";"7";"1";"1";"2";"1";"2";"7";"2";"1";"2";"1";"1";"9";"2";"3";"1";"3";"16";"4";"4";"4";"4";"20";"4";"4";"4";"4";"2";"2";"15";"1";"2";"2";"2";"3";"1";"2";"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"12";"yes";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"227";"128";"8";"75";"98";"9";"24";"90";"121";"15";"9";"188";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"729";"938";"german_students";"f";"19";"< 20 years";"yes";"3";"1";"4";"yes";"yes";"2";NA;"8";"2";"4";"4";"3";"4";"4";"18";"7";"11";"1";"2";"1";"3";"2";"1";"1";"4";"3";"10";"2";"2";"2";"1";"1";"1";"1";"9";"2";"1";"2";"1";"3";"6";"2";"1";"1";"1";"1";"9";"2";"2";"2";"3";"9";"4";"3";"1";"1";"15";"4";"2";"3";"3";"1";"2";"28";"4";"4";"3";"4";"4";"1";"4";"4";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";"yes";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"227";"144";"13";"95";"8";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"730";"942";"german_students";"m";"19";"< 20 years";"yes";"4";"1";"5";"yes";"yes";"3";NA;"8";"1";"5";"5";"3";"5";"5";"17";"5";"12";"1";"2";"1";"3";"3";"1";"1";"4";"1";"16";"2";"3";"3";"2";"1";"3";"2";"7";"1";"2";"2";"1";"1";"7";"1";"1";"1";"2";"2";"12";"2";"4";"2";"4";"15";"4";"4";"3";"4";"23";"4";"4";"4";"4";"3";"4";"32";"4";"4";"3";"5";"4";"4";"4";"4";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"7";"yes";"1";"0";"1";"1";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"227";"126";"8";"75";"98";"9";"24";"90";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"731";"943";"german_students";"f";"21";"20-29 years";"yes";"2";"1";"3";"yes";"yes";"3";NA;"9";"2";"3";"4";"2";"2";"4";"22";"9";"13";"1";"3";"2";"3";"3";"2";"2";"4";"2";"10";"1";"1";"2";"2";"1";"2";"1";"5";"1";"1";"1";"1";"1";"5";"1";"1";"1";"1";"1";"7";"2";"2";"1";"2";"14";"4";"4";"3";"3";"18";"4";"3";"3";"3";"3";"2";"18";"2";"1";"2";"4";"2";"2";"2";"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2";"yes";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"227";"128";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"732";"944";"german_students";"m";"24";"20-29 years";"yes";"1";"3";"5";"yes";"yes";"2";NA;"9";"2";"5";"3";"5";"5";"4";"9";"5";"4";"1";"1";"1";"1";"1";"1";"1";"1";"1";"8";"2";"1";"1";"1";"1";"1";"1";"5";"1";"1";"1";"1";"1";"9";"2";"1";"3";"1";"2";"11";"3";"3";"2";"3";"12";"3";"3";"2";"4";"24";"4";"4";"4";"4";"4";"4";"10";"1";"1";"1";"2";"2";"1";"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"9";"yes";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"227";"128";"8";"75";"98";"9";"24";"90";"121";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"733";"945";"german_students";"f";"23";"20-29 years";"yes";"2";"2";"6";"yes";"yes";"2";NA;"7";"1";"5";"3";"3";"4";"3";"16";"6";"10";"1";"2";"1";"2";"3";"1";"2";"3";"1";"11";"2";"1";"2";"2";"1";"2";"1";"9";"2";"2";"2";"1";"2";"5";"1";"1";"1";"1";"1";"10";"2";"3";"2";"3";"16";"4";"4";"4";"4";"23";"4";"3";"4";"4";"4";"4";"21";"3";"2";"3";"2";"2";"3";"3";"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"5";"yes";"0";"0";"0";"1";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"247";"122";"9";"75";"98";"9";"24";"90";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"734";"946";"german_students";"m";"25";"20-29 years";"yes";"3";"1";"5";"yes";"yes";"2";NA;"11";"4";"3";"3";"5";"4";"4";"12";"5";"7";"1";"2";"1";"2";"1";"1";"1";"2";"1";"11";"2";"1";"2";"2";"1";"2";"1";"8";"2";"2";"1";"1";"2";"11";"2";"2";"3";"2";"2";"14";"3";"4";"3";"4";"9";"3";"2";"2";"2";"23";"4";"4";"4";"3";"4";"4";"24";"2";"3";"3";"4";"2";"3";"3";"4";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"20";"yes";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"227";"128";"8";"75";"98";"9";"24";"90";"121";"15";"9";"188";"3";"56";"171";"2";"155";"74";"18";"129";"16";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"735";"948";"german_students";"m";"24";"20-29 years";"yes";"1";"3";"9";"yes";"yes";"3";NA;"10";"5";"5";"3";"5";"5";"3";"11";"5";"6";"1";"1";"1";"2";"1";"1";"1";"2";"1";"10";"2";"1";"1";"1";"2";"2";"1";"9";"3";"3";"1";"1";"1";"12";"4";"3";"2";"2";"1";"16";"4";"4";"4";"4";"14";"4";"4";"3";"3";"24";"4";"4";"4";"4";"4";"4";"27";"4";"3";"3";"3";"3";"4";"3";"4";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"23";"yes";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"227";"128";"8";"85";"98";"9";"24";"90";"121";"15";"9";"188";"3";"56";"171";"2";"175";"74";"18";"129";"16";"47";"9";"131";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"736";"949";"german_students";"m";"27";"20-29 years";"yes";"3";"1";"3";"yes";"yes";"1";NA;"4";"4";"4";"4";"4";"4";"4";"45";"25";"20";"5";"5";"5";"5";"5";"5";"5";"5";"5";"21";"3";"3";"3";"3";"3";"3";"3";"15";"3";"3";"3";"3";"3";"20";"4";"4";"4";"4";"4";"10";"2";"2";"3";"3";"12";"3";"3";"3";"3";"18";"3";"3";"3";"3";"3";"3";"26";"4";"2";"4";"4";"2";"4";"2";"4";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"13";"yes";"1";"0";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"227";"228";"8";"75";"98";"9";"22";"90";"121";"15";"9";"188";"3";"57";"171";"2";"185";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"737";"950";"german_students";"f";"21";"20-29 years";"yes";"2";"2";"5";"yes";"yes";"3";NA;"14";"2";"4";"3";"4";"4";"2";"35";"19";"16";"3";"3";"5";"4";"4";"5";"4";"5";"2";"19";"4";"3";"3";"3";"2";"1";"3";"14";"3";"4";"2";"2";"3";"14";"3";"2";"4";"3";"2";"9";"2";"2";"3";"2";"12";"3";"3";"3";"3";"14";"4";"3";"1";"4";"1";"1";"28";"5";"3";"4";"4";"3";"1";"4";"4";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"no";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"1";"0";"1";"0";"0";"0";"0";"1";"1";"0";"0";"1";"1";"1";"0";"0";"1";"1";"27";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"18";NA;"16";NA;"9";"231";"8";NA;NA;NA;NA;"48";"60";NA;NA;"168";"126";"48";NA;"182";"19";"65"
"738";"951";"german_students";"m";"23";"20-29 years";"yes";"2";"1";"5";"yes";"yes";"3";NA;"13";"3";"5";"5";"4";"4";"5";"17";"5";"12";"1";"3";"1";"4";"1";"1";"1";"4";"1";"11";"1";"2";"3";"2";"1";"1";"1";"5";"1";"1";"1";"1";"1";"7";"3";"1";"1";"1";"1";"14";"3";"4";"3";"4";"16";"4";"4";"4";"4";"19";"4";"3";"2";"4";"4";"2";"20";"4";"2";"2";"4";"3";"1";"1";"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"20";"yes";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"227";"128";"8";"70";"98";"9";"24";"90";"121";"15";"9";"188";"3";"56";"171";"2";"175";"74";"18";"129";"16";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"739";"953";"german_students";"f";"29";"20-29 years";"yes";"3";"2";"5";"yes";"yes";"3";NA;"7";"1";"4";"3";"3";"4";"3";"20";"5";"15";"1";"4";"1";"4";"3";"1";"1";"4";"1";"9";"2";"1";"1";"1";"2";"1";"1";"8";"2";"2";"1";"1";"2";"10";"3";"2";"1";"2";"2";"8";"2";"2";"2";"2";"12";"3";"3";"3";"3";"18";"4";"4";"3";"3";"2";"2";"26";"2";"4";"3";"3";"3";"3";"4";"4";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"no";"1";"1";"0";"0";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"227";"128";NA;NA;"98";"9";"24";"90";"121";"15";"9";NA;"3";"56";"171";"2";NA;"74";"18";"129";"16";"47";"9";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"740";"954";"german_students";"f";"25";"20-29 years";"yes";"2";"2";"5";"yes";"yes";"2";NA;"7";"3";"2";"4";"3";"2";"4";"29";"15";"14";"3";"3";"3";"5";"3";"3";"3";"3";"3";"21";"3";"3";"3";"4";"2";"2";"4";"7";"1";"2";"2";"1";"1";"20";"4";"4";"4";"4";"4";"9";"2";"2";"3";"2";"12";"3";"3";"3";"3";"21";"4";"4";"4";"4";"3";"2";"31";"4";"4";"4";"4";"4";"3";"3";"5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"19";"yes";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"0";"1";"1";"1";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"227";"112";"8";"75";"98";"9";"24";"90";"121";"15";"9";"188";"3";"56";"161";"2";"375";"74";"18";"129";"16";"48";"9";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"741";"955";"german_students";"m";"26";"20-29 years";"yes";"3";"3";"6";"yes";"yes";"3";NA;"8";"3";"5";"2";"3";"5";"2";"12";"5";"7";"1";"2";"1";"2";"1";"1";"1";"2";"1";"9";"1";"1";"2";"2";"1";"1";"1";"6";"2";"1";"1";"1";"1";"6";"2";"1";"1";"1";"1";"12";"3";"3";"2";"4";"10";"2";"3";"2";"3";"24";"4";"4";"4";"4";"4";"4";"22";"2";"4";"3";"3";"3";"2";"2";"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"14";"yes";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"227";"128";"8";"75";"98";"9";"24";"90";"121";"15";"9";"188";"3";"56";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
